Date,Time,    Street_Address ,    City_State ,,
7/1/2014,    16:55     ,    400 FIFTH AV                ,     M                       ,,
7/1/2014,    18:59     ,    151 W 26TH ST               ,     M                       ,,
7/1/2014,    04:02     ,    75 VARICK ST                ,     M                       ,,
7/1/2014,    06:20     ,    120 WALL ST                 ,     M                       ,,
7/1/2014,    08:13     ,    61 W 23RD ST                ,     M                       ,,
7/1/2014,    11:10     ,    9729 64TH RD                ,     QU                      ,,
7/1/2014,    21:40     ,    120 WALL ST                 ,     M                       ,,
7/1/2014,    20:50     ,                                ,     LAG                     ,,
7/1/2014,    21:15     ,    95 HORATIO ST               ,     M                       ,,
7/1/2014,    12:20     ,    200 VARICK ST               ,     M                       ,,
7/1/2014,    15:50     ,    800 SYLVAN AVE              ,    ENGLEWOOD CLIFFS NJ      ,,
7/1/2014,    10:44     ,    241 OLD SHORT HILLS RD      ,    SHORT HILLS NJ           ,,
7/1/2014,    13:29     ,    447 77TH ST                 ,     BK                      ,,
7/1/2014,    14:25     ,    5616 6TH AV                 ,     BK                      ,,
7/1/2014,    17:20     ,    80 PINE ST                  ,     M                       ,,
7/1/2014,    20:25     ,    160 VARICK ST               ,     M                       ,,
7/1/2014,    21:24     ,    261 FIFTH AV                ,     M                       ,,
7/1/2014,    23:08     ,    1345 SIXTH AV               ,     M                       ,,
7/1/2014,    03:40     ,    444 HILLSIDE PLACE          ,    SOUTH ORANGE NJ          ,,
7/1/2014,    05:25     ,                                ,     NWK                     ,,
7/1/2014,    17:57     ,                                ,     TTB                     ,,
7/1/2014,    20:26     ,     LEXINGTON AV               ,     M                       ,,
7/1/2014,    09:50     ,    23509 120TH AV              ,     QU                      ,,
7/1/2014,    10:34     ,    11644 219TH ST              ,     QU                      ,,
7/1/2014,    12:10     ,    3300 NORTHERN BL            ,     QU                      ,,
7/1/2014,    13:32     ,    1 BROOKDALE PZ              ,     BK                      ,,
7/1/2014,    14:19     ,    255 EASTERN PY              ,     BK                      ,,
7/1/2014,    14:05     ,    2021 OCEAN AV               ,     BK                      ,,
7/1/2014,    16:40     ,    72 SPRING ST                ,     M                       ,,
7/1/2014,    19:40     ,    45 E 45TH ST                ,     M                       ,,
7/1/2014,    20:58     ,    1345 SIXTH AV               ,     M                       ,,
7/1/2014,    22:10     ,    11 E 35TH ST                ,     M                       ,,
7/1/2014,    23:50     ,    72 SPRING ST                ,     M                       ,,
7/1/2014,    12:05     ,    120 E 34TH ST               ,     M                       ,,
7/1/2014,    13:45     ,    20 E 74TH ST                ,     M                       ,,
7/1/2014,    16:00     ,    180 E 79TH ST               ,     M                       ,,
7/1/2014,    19:00     ,    850 3RD AVE                 ,     M                       ,,
7/1/2014,    20:23     ,    220 E 42ND ST               ,     M                       ,,
7/1/2014,    00:56     ,    1500 BROADWAY ON 43RD ST    ,     M                       ,,
7/1/2014,    22:07     ,    583 THIRD AV                ,     M                       ,,
7/1/2014,    01:23     ,    1345 SIXTH AV               ,     M                       ,,
7/1/2014,    17:55     ,                                ,     LAG                     ,,
7/1/2014,    21:05     ,                                ,     LAG                     ,,
7/1/2014,    22:27     ,    520 MADISON ON 53RD ST      ,     M                       ,,
7/1/2014,    23:58     ,    375 HUDSON ST               ,     M                       ,,
7/1/2014,    16:25     ,                                ,     LAG                     ,,
7/1/2014,    04:55     ,                                ,     NWK                     ,,
7/1/2014,    07:00     ,    684 LIVONIA AV              ,     BK                      ,,
7/1/2014,    07:25     ,    2744 BEDFORD AV             ,     BK                      ,,
7/1/2014,    09:10     ,    14924 83RD ST               ,     BK                      ,,
7/1/2014,    19:59     ,    9 W 57TH ST                 ,     M                       ,,
7/1/2014,    05:30     ,    128 3RD PL                  ,     BK                      ,,
7/1/2014,    08:10     ,    380 DECATUR ST              ,     BK                      ,,
7/1/2014,    09:21     ,    2352 W 8TH ST               ,     BK                      ,,
7/1/2014,    10:10     ,    30 ROGERS AV                ,     BK                      ,,
7/1/2014,    11:00     ,    150 55TH ST                 ,     BK                      ,,
7/1/2014,    04:02     ,     E 60TH ST                  ,     M                       ,,
7/1/2014,    05:55     ,    3525 WILLETT AV             ,     BX                      ,,
7/1/2014,    07:20     ,    2007 SURF AV                ,     BK                      ,,
7/1/2014,    08:00     ,    1607 E 34TH ST              ,     BK                      ,,
7/1/2014,    08:25     ,    16429 109TH AV              ,     QU                      ,,
7/1/2014,    08:40     ,    13210 S CONDUIT AV          ,     QU                      ,,
7/1/2014,    10:38     ,    1776 CLAY AV                ,     BX                      ,,
7/1/2014,    12:55     ,    200 PARK AV ON 45TH ST      ,     M                       ,,
7/1/2014,    13:49     ,    9610 METROPOLITAN AV        ,     QU                      ,,
7/1/2014,    21:17     ,    888 MAIN-ROOSEVELT ISL      ,     QU                      ,,
7/1/2014,    22:18     ,     TENTH AV                   ,     M                       ,,
7/1/2014,    20:15     ,                                ,     JFK                     ,,
7/1/2014,    06:15     ,    3933 LOCUST ST              ,     QU                      ,,
7/1/2014,    10:25     ,     E 50TH ST                  ,     M                       ,,
7/1/2014,    13:26     ,    100 TICE BLVD               ,    WOODCLIFF LAKE NJ        ,,
7/1/2014,    15:55     ,    133 E 58TH ST               ,     M                       ,,
7/1/2014,    04:51     ,    2 WALNUT AVENUE             ,    LARCHMONT WE             ,,
7/1/2014,    08:15     ,    350 5th AVE                 ,     M                       ,,
7/1/2014,    12:10     ,    117 PERRY ST                ,     M                       ,,
7/1/2014,    06:24     ,    3 TINY LANE                 ,    DEAL NJ                  ,,
7/1/2014,    09:59     ,    207 W 10TH ST               ,     M                       ,,
7/1/2014,    14:35     ,    30 MALL DRIVE WEST          ,    JERSEY CITY NJ           ,,
7/1/2014,    19:42     ,    85 WORTH ST                 ,     M                       ,,
7/1/2014,    01:48     ,    520 MADISON ON 53RD ST      ,     M                       ,,
7/1/2014,    16:55     ,    450 PARK AV                 ,     M                       ,,
7/1/2014,    18:40     ,    60 E 8TH ST                 ,     M                       ,,
7/1/2014,    20:46     ,    13 E 1ST ST                 ,     M                       ,,
7/1/2014,    22:53     ,    375 PARK AV                 ,     M                       ,,
7/1/2014,    06:10     ,    245 E 44TH ST               ,     M                       ,,
7/1/2014,    10:40     ,    535 MADISON ON 54TH ST      ,     M                       ,,
7/1/2014,    20:14     ,    430 PARK AV                 ,     M                       ,,
7/1/2014,    22:16     ,    601 LEXINGTON AV            ,     M                       ,,
7/1/2014,    02:10     ,    1345 SIXTH AV               ,     M                       ,,
7/1/2014,    10:40     ,    520 MADISON AV              ,     M                       ,,
7/1/2014,    21:48     ,    180 CENTRAL PARK S          ,     M                       ,,
7/1/2014,    09:10     ,    15964 HARLEM RIVER DR       ,     M                       ,,
7/1/2014,    11:20     ,    5030 BROADWAY               ,     M                       ,,
7/1/2014,    12:25     ,    530 W 157TH ST              ,     M                       ,,
7/1/2014,    14:53     ,    3468 PARK AV                ,     BX                      ,,
7/1/2014,    20:19     ,    375 PARK AVE                ,     M                       ,,
7/1/2014,    06:15     ,    319 W 80TH ST               ,     M                       ,,
7/1/2014,    06:30     ,    6424 PALMETTO ST            ,     QU                      ,,
7/1/2014,    08:10     ,    345 ADAMS ST                ,     BK                      ,,
7/1/2014,    09:03     ,    1933 51ST ST                ,     BK                      ,,
7/1/2014,    11:15     ,    71 DOUGLASS ST              ,     BK                      ,,
7/1/2014,    18:14     ,     E 53RD ST                  ,     M                       ,,
7/1/2014,    00:02     ,    375 HUDSON ST               ,     M                       ,,
7/1/2014,    20:56     ,    375 HUDSON ST               ,     M                       ,,
7/1/2014,    21:40     ,    75 VARICK ST                ,     M                       ,,
7/1/2014,    22:48     ,    72 SPRING ST                ,     M                       ,,
7/1/2014,    08:00     ,    10124 AVENUE J              ,     BK                      ,,
7/1/2014,    09:00     ,    360 E 31ST ST               ,     BK                      ,,
7/1/2014,    06:30     ,    1177 E 98TH ST              ,     BK                      ,,
7/1/2014,    06:55     ,    419 CHAUNCEY ST             ,     BK                      ,,
7/1/2014,    07:15     ,    1550 E 102ND ST             ,     BK                      ,,
7/1/2014,    10:10     ,    529 82ND ST                 ,     BK                      ,,
7/1/2014,    12:40     ,    80 CENTRE ST                ,     M                       ,,
7/1/2014,    14:30     ,    97 HUDSON ST                ,     M                       ,,
7/1/2014,    16:04     ,    67 HANSON PL                ,     BK                      ,,
7/1/2014,    17:55     ,     LIBERTY ST                 ,     M                       ,,
7/1/2014,    19:50     ,    305 E 18TH ST               ,     M                       ,,
7/1/2014,    21:15     ,     COLUMBUS AVE               ,     M                       ,,
7/1/2014,    10:24     ,     188TH ST                   ,     QU                      ,,
